TA_ID,TAMBON_T,TAMBON_E,AM_ID,LAT,LONG
710906,ต. รางหวาย,Rang Wai,7109,14.232,99.767
400510,ต. หนองเขียด,Nong Khiat,4005,16.658,102.014
340513,ต. หัวนา,Hua Na,3405,15.867,105.155
410801,ต. ไชยวาน,Chaiwan,4108,17.303,103.205
571803,ต. หนองป่าก่อ,Nong Pa Ko,5718,20.181,100.124
501306,ต. ออนใต้,On Tai,5013,18.7,99.229
450208,ต. กำแพง,Kamphaeng,4502,15.56,103.496
770201,ต. กุยบุรี,Kui Buri,7702,12.052,99.763
620202,ต. หนองคล้า,Nong Khla,6202,16.452,99.827
300802,ต. ด่านขุนทด,Dan Khun Thot,3008,15.214,101.788
341406,ต. เตย,Toei,3414,15.5,104.828
250201,ต. กบินทร์,Kabin,2502,13.939,101.711
470118,ต. หนองลาด,Nong Lat,4701,17.337,104.072
860201,ต. ท่าแซะ,Tha Sae,8602,10.663,99.166
560702,ต. ศรีถ้อย,Si Thoi,5607,19.357,99.725
640903,ต. ทุ่งเสลี่ยม,Thung Saliam,6409,17.301,99.548
570515,ต. เวียงห้าว,Wiang Hao,5705,19.524,99.88
661203,ต. วังโมกข์,Wang Mok,6612,16.563,100.091
300407,ต. หนองบัว,Nong Bua,3004,15.496,102.167
320118,ต. นาบัว,Na Bua,3201,14.782,103.412
342504,ต. นิคมลำโดมน้อย,Nikhom Lam Dom Noi,3425,15.21,105.412
380111,ต. คำนาดี,,3801,18.219,103.593
250801,ต. ศรีมหาโพธิ,Si Mahapho,2508,13.849,101.567
343202,ต. ท่าช้าง,Tha Chang,3432,15.229,104.99
410204,ต. เชียงเพ็ง,Chiang Pheng,4102,17.49,102.652
400505,ต. ขัวเรียง,Khua Riang,4005,16.561,102.214
571301,ต. ม่วงยาย,Muang Yai,5713,20.108,100.539
301220,ต. ขุนทอง,Khun Thong,3012,15.683,102.364
601009,ต. น้ำทรง,Nam Song,6010,15.46,100.074
370307,ต. นาป่าแซง,Na Pa Saeng,3703,15.872,104.876
412501,ต. นาม่วง,Na Muang,4125,17.256,102.976
343204,ต. สว่าง,Sawang,3432,15.274,105.118
841301,ต. บ้านนา,Ban Na,8413,8.856,99.293
260205,ต. ท่าเรือ,Tha Ruea,2602,14.085,101.235
410614,ต. หนองไผ่,Nong Phai,4106,17.327,103.111
330121,ต. หนองแก้ว,Nong Kaeo,3301,15.096,104.433
370101,ต. บุ่ง,Bung,3701,15.872,104.635
501511,ต. น้ำแพร่,Nam Phrae,5015,18.709,98.881
350812,ต. โคกสำราญ,Khok Samran,3508,16.149,104.592
480905,ต. เหล่าพัฒนา,Lao Phathana,4809,17.617,104.07
360404,ต. บ้านเป้า,Ban Pao,3604,16.372,101.951
720601,ต. ดอนเจดีย์,Don Chedi,7206,14.633,99.959
460704,ต. บัวบาน,Bua Ban,4607,16.479,103.416
960202,ต. ไพรวัน,Phrai Wan,9602,6.3,101.958
841002,ต. ต้นยวน,Ton Yuan,8410,8.776,98.9
810117,ต. หนองทะเล,Nong Thale,8101,8.088,98.785
650904,ต. วังโพรง,Wang Phrong,6509,16.383,100.664
510305,ต. หนองปลาสะวาย,Nong Pla Sawai,5103,18.314,98.697
341907,ต. โนนกลาง,Non Klang,3419,15.066,105.344
110601,ต. บางเสาธง,Bang Sao Thong,1106,13.6,100.815
420111,ต. ชัยพฤกษ์,Chaiyaphruek,4201,17.523,101.777
920803,ต. ละมอ,Lamo,9208,7.597,99.753
260107,ต. ศรีจุฬา,Si Chula,2601,14.072,101.132
620112,ต. นิคมทุ่งโพธิ์ทะเล,Nikhom Thung Pho Thale,6201,16.485,99.703
471206,ต. บงเหนือ,Bong Nuea,4712,17.319,103.301
400804,ต. นาคำ,Na Kham,4008,16.855,102.68
302012,ต. หนองบัวน้อย,Nong Bua Noi,3020,15.047,101.76
310504,ต. ดอนอะราง,Don Arang,3105,14.642,102.571
860114,ต. ทุ่งคา,Thung Kha,8601,10.398,99.14
961302,ต. บูกิต,Bu Kit,9613,6.182,101.828
300704,ต. ทุ่งอรุณ,Thung Arun,3007,14.631,102.184
320509,ต. โคกสะอาด,Khok Sa-At,3205,14.541,103.373
411109,ต. ถ่อนนาลับ,Thon Na Lap,4111,17.844,103.199
480712,ต. บ้านแก้ง,Ban Kaeng,4807,16.918,104.446
400912,ต. หัวนาคำ,Hua Na Kham,4009,16.813,103.08
800611,ต. การะเกด,Karaket,8006,8.073,100.154
670117,ต. ระวิง,Rawing,6701,16.146,101.138
400805,ต. ศรีสุขสำราญ,Si Suk Samran,4008,16.92,102.703
301416,ต. ภูหลวง,Phu Luang,3014,14.602,101.984
302302,ต. โนนสำราญ,Non Samran,3023,15.75,102.325
401605,ต. กุดขอนแก่น,Kut Khon Kaen,4016,16.58,102.502
200208,ต. หนองไผ่แก้ว,Nong Phai Kaeo,2002,13.213,101.246
710111,ต. เกาะสำโรง,Ko Samrong,7101,13.951,99.52
440901,ต. หนองแสง,Nong Saeng,4409,15.829,103.36
220705,ต. สะตอน,Saton,2207,13.174,102.371
600509,ต. ด่านช้าง,Dan Chang,6005,16.08,99.999
330702,ต. กู่,Ku,3307,14.853,103.957
810115,ต. ไสไทย,Sai Thai,8101,8.064,98.872
321015,ต. บ้านชบ,Ban Chop,3210,14.618,103.849
321505,ต. ศรีสุข,Si Suk,3215,14.738,103.818
361503,ต. กะฮาด,Kahat,3615,15.632,102.026
400705,ต. สะอาด,Sa-At,4007,16.788,102.768
810507,ต. เขาใหญ่,Khao Yai,8105,8.465,98.719
250810,ต. กรอกสมบูรณ์,Krok Sombun,2508,13.767,101.66
930307,ต. โคกม่วง,Khok Muang,9303,7.389,100.067
721002,ต. หนองราชวัตร,Nong Ratchawat,7210,14.72,99.931
401902,ต. ดงเมืองแอม,Dong Mueang Am,4019,16.862,102.767
430513,ต. บ้านโพธิ์,Ban Pho,4305,17.86,103.291
343304,ต. โคกสะอาด,Khok Sa-At,3433,14.443,104.848
460707,ต. หัวนาคำ,Hua Na Kham,4607,16.392,103.227
471702,ต. นาแก้ว,Na Kaeo,4717,17.268,104.239
451502,ต. ชุมพร,Chumphon,4515,16.342,104.067
860502,ต. ทุ่งหลวง,Thung Luang,8605,9.8,99.065
800701,ต. ชะอวด,Cha-Uat,8007,7.996,100.02
471001,ต. ม่วง,Muang,4710,17.858,103.561
400801,ต. โคกสูง,Khok Sung,4008,16.679,102.676
801101,ต. ท่ายาง,Tha Yang,8011,8.305,99.346
250210,ต. บ่อทอง,Bo Thong,2502,13.935,101.881
410907,ต. ตาดทอง,Tat Thong,4109,17.067,103.155
760805,ต. พุสวรรค์,Phu Sawan,7608,12.997,99.743
500109,ต. สุเทพ,,5001,18.768,98.921
210804,ต. มะขามคู่,Makham Khu,2108,12.847,101.101
400704,ต. บัวใหญ่,Bua Yai,4007,16.632,102.951
320507,ต. หนองใหญ่,Nong Yai,3205,14.552,103.462
160704,ต. หนองผักแว่น,Nong Phak Waen,1607,15.119,101.216
810506,ต. อ่าวลึกเหนือ,Ao Luek Nuea,8105,8.399,98.825
341105,ต. ขามเปี้ย,Kham Pia,3411,15.542,104.934
320114,ต. เฉนียง,Chaniang,3201,14.796,103.477
410111,ต. นาข่า,,4101,17.54,102.849
801704,ต. บ้านนิคม,Ban Nikhom,8017,7.933,99.507
320107,ต. ตาอ็อง,Ta-Ong,3201,14.748,103.617
521006,ต. น้ำโจ้,Nam Cho,5210,18.17,99.46
310403,ต. สะเดา,Sadao,3104,14.577,102.77
220307,ต. เขาบายศรี,Khao Baisi,2203,12.74,102.061
401706,ต. นาข่า,Nakha,4017,16.183,102.5
471211,ต. บงใต้,Bong Tai,4712,17.422,103.327
650907,ต. วังยาง,Wang Yang,6509,16.457,100.741
380409,ต. โสกก่าม,,3804,18.075,104.015
660504,ต. เนินมะกอก,Noen Makok,6605,15.991,100.362
920119,ต. นาท่ามเหนือ,Na Tham Nuea,9201,7.652,99.613
610610,ต. หูช้าง,Hu Chang,6106,15.142,99.681
200302,ต. คลองพลู,Khlong Phlu,2003,13.115,101.476
840808,ต. ย่านยาว,Yan Yao,8408,8.992,98.977
451303,ต. ศรีสว่าง,Si Sawang,4513,15.533,103.868
310706,ต. จรเข้มาก,Chorakhe Mak,3107,14.5,102.989
910505,ต. น้ำผุด,Nam Phut,9105,6.973,99.85
721005,ต. หนองขาม,Nong Kham,7210,14.796,99.693
521010,ต. วังเงิน,Wang Ngoen,5210,18.09,99.614
540707,ต. แม่เกิ๋ง,Mae Koeng,5407,17.945,99.556
610302,ต. หนองหลวง,Nong Luang,6103,15.622,99.9
820302,ต. ท่านา,Tha Na,8203,8.713,98.419
640509,ต. ดงคู่,Dong Khu,6405,17.547,99.899
461302,ต. หนองแวง,Nong Waeng,4613,16.66,103.69
530304,ต. จริม,Charim,5303,17.834,100.353
341407,ต. ยางสักกระโพหลุ่ม,Yang Sak Krapho Lum,3414,15.449,104.811
810302,ต. เกาะลันตาน้อย,Ko Lanta Noi,8103,7.64,99.084
320113,ต. สวาย,Sawat,3201,14.793,103.337
160305,ต. ห้วยโป่ง,Huai Pong,1603,14.981,100.677
230113,ต. ชำราก,Cham Rak,2301,12.194,102.677
402202,ต. โพธิ์ไชย,Pho Chai,4022,16.027,102.399
841504,ต. ทุ่งหลวง,Thung Luang,8415,8.592,99.298
960605,ต. บาตง,Batong,9606,6.336,101.445
411707,ต. จำปาโมง,Champa Mok,4117,17.613,102.376
730203,ต. ทุ่งลูกนก,Thung Luk Nok,7302,14.055,99.905
900603,ต. เปียน,Pian,9006,6.634,101.003
841709,ต. บางงอน,Bang Ngon,8417,9.116,99.06
400711,ต. พังทุย,Phang Thui,4007,16.774,102.928
410505,ต. หนองกุงศรี,Nong Kung Si,4105,17.048,102.772
521206,ต. แม่สัน,Mae San,5212,18.291,99.273
440109,ต. ท่าสองคอน,,4401,16.163,103.15
160801,ต. สระโบสถ์,Sa Bot,1608,15.224,100.846
340906,ต. บุเปือย,Bu Pueai,3409,14.538,105.056
450202,ต. เมืองบัว,Mueang Bua,4502,15.593,103.595
160904,ต. วังทอง,Wang Thong,1609,15.469,100.811
801904,ต. ทุ่งโพธิ์,Thung Pho,8019,8.109,99.829
390213,ต. กุดแห่,Kut Hae,3902,17.391,102.149
461604,ต. บ่อแก้ว,Bo Kaeo,4616,16.791,103.994
230402,ต. ช้างทูน,Chang Thun,2304,12.585,102.469
610303,ต. พลวงสองนาง,Phluang Song Nang,6103,15.55,99.779
670508,ต. พุขาม,Phu Kham,6705,15.529,101.044
330402,ต. กุดเสลา,Kut Salao,3304,14.679,104.833
301208,ต. โนนทองหลาง,Non Thong Lang,3012,15.522,102.374
860804,ต. ช่องไม้แก้ว,Chong Mai Kaeo,8608,10.117,99.024
490112,ต. ดงมอน,Dong Mon,4901,16.687,104.5
471008,ต. หนองกวั่ง,Nong Kwang,4710,17.796,103.487
530703,ต. ไร่อ้อย,Rai Oi,5307,17.358,100.027
450205,ต. ดงครั่งใหญ่,Dong Khrang Yai,4502,15.487,103.534
620206,ต. พานทอง,Phan Thong,6202,16.384,99.833
802303,ต. สวนหลวง,Suan Luang,8023,8.139,100.037
481002,ต. นาหัวบ่อ,Na Hua Bo,4810,17.482,104.368
570602,ต. ป่าแงะ,Pa Ngae,5706,19.579,99.933
860711,ต. เขาค่าย,Khao Khai,8607,10.104,98.891
530704,ต. ท่าสัก,Tha Sak,5307,17.379,100.178
620107,ต. ลานดอกไม้,Lan Dokmai,6201,16.634,99.44
411005,ต. คำโคกสูง,Kham Khok Sung,4110,16.882,103.426
601501,ต. ชุมตาบง,Chum Ta Bong,6015,15.627,99.572
620106,ต. ทรงธรรม,Songtham,6201,16.53,99.454
571801,ต. ปงน้อย,Pong Noi,5718,20.104,100.068
620117,ต. คลองแม่ลาย,Khlong Mae Lai,6201,16.375,99.41
571103,ต. บ้านโป่ง,Ban Pong,5711,19.302,99.459
521004,ต. บ้านกิ่ว,Ban Kio,5210,18.089,99.491
860404,ต. นาขา,Nakha,8604,10.009,99.081
420706,ต. สานตม,Santom,4207,17.46,101.482
920705,ต. วังมะปรางเหนือ,Wang Maprang Nuea,9207,7.746,99.398
560205,ต. ทุ่งรวงทอง,Thung Ruang Thong,5602,19.436,100.166
490305,ต. บ้านบาก,Ban Bak,4903,16.232,104.852
950201,ต. เบตง,Betong,9502,5.803,101.009
341107,ต. โคกจาน,Khok Chan,3411,15.507,105.1
350904,ต. คำเตย,Kham Toei,3509,16.1,104.388
571702,ต. ดงมหาวัน,Dong Mahawan,5717,20.041,100.006
471101,ต. อากาศ,Akat,4711,17.572,104.013
340418,ต. หนองเหล่า,Nong Lao,3404,15.453,104.592
311402,ต. ห้วยหิน,Huai Hin,3114,14.871,102.594
660901,ต. สากเหล็ก,Sak Lek,6609,16.486,100.461
471703,ต. นาตงวัฒนา,Na Tong Watthana,4717,17.242,104.341
480202,ต. หนองฮี,Nong Hi,4802,17.128,104.587
620102,ต. ไตรตรึงษ์,Trai Trueng,6201,16.328,99.553
721003,ต. หนองโพธิ์,Nong Pho,7210,14.831,99.919
480206,ต. มหาชัย,Mahachai,4802,17.247,104.492
310401,ต. นางรอง,Nang Rong,3104,14.673,102.806
801214,ต. ปากพนังฝั่งตะวันออก,Pak Phanang Fang Tawan Ok,8012,8.397,100.2
711002,ต. หนองโสน,Nong Sano,7110,14.648,99.758
460505,ต. เหล่าไฮงาม,Lao Hai Ngam,4605,16.471,104.171
841503,ต. คลองฉนวน,Khlong Chanuan,8415,8.517,99.321
501103,ต. ป่าตุ้ม,Pa Tum,5011,19.37,99.266
320303,ต. พรมเทพ,Phrom Thep,3203,15.351,103.622
820406,ต. โคกกลอย,Khok Kloi,8204,8.252,98.306
341409,ต. หนองเหล่า,Nong Lao,3414,15.443,104.679
620410,ต. โค้งไผ่,Khong Phai,6204,16.108,99.657
810701,ต. ลำทับ,Lam Thap,8107,7.96,99.348
320104,ต. นาดี,Na Di,3201,15.024,103.528
180501,ต. แพรกศรีราชา,Phraek Si Racha,1805,15.062,100.107
390304,ต. กุดดู่,Kut Du,3903,16.971,102.65
920802,ต. ช่อง,Chong,9208,7.546,99.793
460903,ต. นามะเขือ,Na Makhuea,4609,16.678,103.638
320504,ต. ปรือ,Prue,3205,14.645,103.288
300811,ต. หนองบัวตะเกียด,Nong Bua Takiat,3008,15.281,101.821
650803,ต. แม่ระกา,Mae Raka,6508,16.707,100.362
620201,ต. ไทรงาม,Sai Ngam,6202,16.487,99.897
360117,ต. โคกสูง,Khok Sung,3601,15.827,101.958
960905,ต. ร่มไทร,Rom Sai,9609,6.048,101.759
341909,ต. โพธิ์ไทร,Pho Sai,3419,15.216,105.158
390507,ต. บุญทัน,Bunthan,3905,17.582,102.14
210601,ต. ปลวกแดง,Pluak Daeng,2106,12.978,101.226
840207,ต. พลายวาส,Phlai Wat,8402,9.184,99.518
310105,ต. สะแกโพรง,Sakae Phrong,3101,14.853,102.942
720605,ต. ทะเลบก,Thale Bok,7206,14.708,99.838
300117,ต. โคกกรวด,Khok Kruat,3001,14.897,101.974
480304,ต. ไชยบุรี,Chai Buri,4803,17.636,104.433
650805,ต. วังพิกุล,Wang Phikun,6508,16.775,100.358
410502,ต. บุ่งแก้ว,Bung Kaeo,4105,16.969,102.981
300601,ต. จักราช,Chakkarat,3006,15.027,102.432
550608,ต. แสนทอง,Saen Thong,5506,19.14,100.751
330412,ต. ภูเงิน,Phu Ngoen,3304,14.745,104.571
490306,ต. นาสะเม็ง,Na Sameng,4903,16.287,104.837
930306,ต. หานโพธิ์,Han Pho,9303,7.541,100.195
321008,ต. บ้านจารย์,Ban Chan,3210,14.561,103.749
260303,ต. บ้านพริก,Ban Phrik,2603,14.252,100.976
431501,ต. เฝ้าไร่,Fao Rai,4315,17.969,103.27
720908,ต. ดอนคา,Don Kha,7209,14.452,99.854
601205,ต. พุนกยูง,Phu Nok Yung,6012,15.402,100.467
300406,ต. หนองมะนาว,Nong Manao,3004,15.5,102.28
400602,ต. ศรีสุข,Si Suk,4006,16.751,102.206
920609,ต. เขาปูน,Khao Pun,9206,7.803,99.668
820106,ต. สองแพรก,Song Phraek,8201,8.603,98.554
431602,ต. นาทับไฮ,Na Thap Hai,4316,18.177,103.306
801703,ต. วังหิน,Wang Hin,8017,7.984,99.554
810703,ต. ทุ่งไทรทอง,Thung Sai Thong,8107,8.004,99.311
321503,ต. ตรวจ,Truat,3215,14.802,103.846
471603,ต. ทุ่งแก,Thung Kae,4716,17.602,103.528
361205,ต. หนองสังข์,Nong Sang,3612,16.242,102.382
410506,ต. โคกกลาง,Khok Klang,4105,16.929,102.911
410307,ต. โนนหวาย,Non Wai,4103,17.142,102.601
400402,ต. บ้านเม็ง,Ban Meng,4004,16.435,102.46
480114,ต. วังตามัว,Wang Ta Mua,4801,17.312,104.492
160417,ต. นิคมลำนารายณ์,Nikhom Lam Narai,1604,15.264,101.15
810704,ต. ดินแดง,Din Daeng,8107,8.011,99.373
471602,ต. เจริญศิลป์,Charoen Sin,4716,17.568,103.561
601110,ต. เนินขี้เหล็ก,Noen Khi Lek,6011,15.839,99.858
570111,ต. แม่กรณ์,Mae Kon,5701,19.862,99.698
310302,ต. ลำดวน,Lamduan,3103,15.061,103.403
343201,ต. แก่งโดม,Kaeng Dom,3432,15.204,105.087
540706,ต. ป่าสัก,Pa Sak,5407,17.826,99.472
380704,ต. นาสะแบง,,3807,18.14,103.814
360112,ต. หนองไผ่,Nong Phai,3601,15.707,102.052
480809,ต. หาดแพง,Hat Phaeng,4808,17.712,104.3
220409,ต. เทพนิมิต,Thep Nimit,2204,13.044,102.453
390407,ต. ยางหล่อ,Yang Lo,3904,17.062,102.159
600804,ต. สายลำโพง,Sai Lamphong,6008,15.768,100.487
270501,ต. วัฒนานคร,Watthana Nakhon,2705,13.741,102.325
801409,ต. ทุ่งใส,Thung Sai,8014,9.06,99.89
321404,ต. ตาเมียง,Ta Miang,3214,14.386,103.26
810604,ต. คีรีวง,Khiri Wong,8106,8.445,98.841
520506,ต. นาแก,Na Kae,5205,18.817,99.885
601101,ต. ลาดยาว,Lat Yao,6011,15.756,99.759
390101,ต. หนองบัว,Nong Bua,3901,17.168,102.444
440812,ต. เมืองเตา,Mueang Tao,4408,15.479,103.378
340713,ต. ท่าโพธิ์ศรี,Tha Pho Si,3407,14.84,105.049
310202,ต. ปะเคียบ,Pakhiap,3102,15.391,103.054
770103,ต. คลองวาฬ,Khlong Wan,7701,11.756,99.725
810503,ต. นาเหนือ,Na Nuea,8105,8.529,98.736
520702,ต. วังเหนือ,Wang Nuea,5207,19.16,99.585
210307,ต. กระแสบน,Krasae Bon,2103,12.871,101.611
671005,ต. วังศาล,Wang San,6710,16.283,100.758
341106,ต. คอนสาย,Khon Sai,3411,15.736,105.128
360602,ต. หนองบัวบาน,Nong Bua Ban,3606,15.652,101.802
411713,ต. หนองแวง,Nong Waeng,4117,17.509,102.391
410601,ต. หนองหาน,Nong Han,4106,17.381,103.095
560902,ต. ดงเจน,Dong Chen,5609,19.24,99.952
460503,ต. เหล่าใหญ่,Lao Yai,4605,16.622,103.993
160209,ต. น้ำสุด,Nam Sut,1602,14.952,101.146
960609,ต. สุวารี,Suwari,9606,6.458,101.611
670106,ต. นางั่ว,Na Ngua,6701,16.507,101.146
331304,ต. หนองกุง,Nong Kung,3313,14.861,104.774
230109,ต. เนินทราย,Noen Sai,2301,12.283,102.547
301101,ต. ขามสะแกแสง,Kham Sakae Saeng,3011,15.36,102.195
230112,ต. ตะกาง,Takang,2301,12.25,102.659
330505,ต. โสน,Sano,3305,14.657,104.104
600403,ต. ธารทหาร,Than Thahan,6004,15.787,100.549
230507,ต. คลองใหญ่,Khlong Yai,2305,12.226,102.362
390504,ต. นาด่าน,Na Dan,3905,17.47,102.347
710610,ต. พังตรุ,Phang Tru,7106,13.863,99.645
850108,ต. ทรายแดง,Sai Daeng,8501,10.13,98.68
860412,ต. วังตะกอ,Wang Tako,8604,9.986,98.984
530112,ต. ผาจุก,Pha Chuk,5301,17.639,100.243
402503,ต. บ้านหัน,Ban Han,4025,15.94,102.72
230304,ต. ท่าโสม,Tha Som,2303,12.296,102.346
620204,ต. หนองไม้กอง,Nong Mai Kong,6202,16.464,99.973
321007,ต. พระแก้ว,Phra Kaeo,3210,14.653,103.954
430521,ต. บ้านผือ,Ban Phue,4305,17.93,103.213
390303,ต. หนองเรือ,Nong Ruea,3903,16.844,102.504
440907,ต. แคน,Khaen,4409,15.875,103.244
310707,ต. ปังกู,Pang Ku,3107,14.537,103.067
600901,ต. โคกเดื่อ,Khok Duea,6009,15.622,100.604
341004,ต. นาโพธิ์,Na Pho,3410,14.891,105.294
360613,ต. ส้มป่อย,Som Poi,3606,15.711,101.806
570403,ต. ปล้อง,Plong,5704,19.658,100.062
461006,ต. นาบอน,Na Bon,4610,16.881,103.673
340402,ต. สร้างถ่อ,Sang Tho,3404,15.367,104.503
450710,ต. คำนาดี,,4507,16.396,103.915
300801,ต. กุดพิมาน,Kut Phiman,3008,15.303,101.759
560204,ต. หงส์หิน,Hong Hin,5602,19.507,100.103
551003,ต. เมืองลี่,Mueang Li,5510,18.226,100.505
841210,ต. ทุ่งเตาใหม่,Thung Tao Mai,8412,8.952,99.408
320506,ต. ตาเบา,Ta Bao,3205,14.615,103.493
471605,ต. หนองแปน,Nong Paen,4716,17.706,103.443
160905,ต. โคกแสมสาร,Khok Samae San,1609,15.344,100.85
860710,ต. เขาทะลุ,Khao Thalu,8607,10.197,98.915
340716,ต. คำครั่ง,Kham Khrang,3407,14.889,105.205
560207,ต. พระธาตุขิงแกง,Phrathat Khing Kaeng,5602,19.273,100.186
160203,ต. มะนาวหวาน,Manao Wan,1602,14.934,101.093
471301,ต. ส่องดาว,Song Dao,4713,17.35,103.449
331701,ต. โคกตาล,Khok Tan,3317,14.549,104.203
411002,ต. หนองหญ้าไซ,Nong Ya Sai,4110,16.952,103.368
540214,ต. แม่ทราย,Mae Sai,5402,18.411,100.314
341913,ต. หนองบัวฮี,Nong Bua Hi,3419,15.065,105.19
770404,ต. ธงชัย,Thong Chai,7704,11.318,99.525
421301,ต. เอราวัณ,Erawan,4213,17.373,101.892
490101,ต. มุกดาหาร,Mukdahan,4901,16.558,104.646
920303,ต. นาชุมเห็ด,Na Chum Het,9203,7.477,99.822
200404,ต. โป่ง,Pong,2004,12.933,100.987
350502,ต. กระจาย,Krachai,3505,15.801,104.299
900305,ต. นาหว้า,Na Wa,9003,6.896,100.655
440804,ต. เม็กดำ,Mek Dam,4408,15.573,103.072
850104,ต. บางริ้น,Bang Rin,8501,9.909,98.644
210603,ต. ละหาร,Lahan,2106,12.973,101.311
900601,ต. สะบ้าย้อย,Sa Ba Yoi,9006,6.632,100.929
380107,ต. นาสวรรค์,,3801,18.265,103.581
630704,ต. วาเล่ย์,Wale,6307,16.368,98.768
331905,ต. ท่าคล้อ,Tha Khlo,3319,14.761,104.783
660603,ต. ทะนง,Tha Nong,6606,16.078,100.18
570120,ต. ดอยฮาง,Doi Hang,5701,19.931,99.713
300706,ต. ท่าจะหลุง,Tha Chalung,3007,14.87,102.264
270804,ต. โนนหมากมุ่น,Non Mak Mun,2708,13.774,102.664
800302,ต. ลานสกา,Lan Saka,8003,8.305,99.771
312201,ต. แคนดง,Khaen Dong,3122,15.317,103.123
220901,ต. นายายอาม,Na Yai Am,2209,12.782,101.847
320105,ต. ท่าสว่าง,Tha Sawang,3201,14.955,103.452
700203,ต. เบิกไพร,Boek Phrai,7002,13.685,99.521
610803,ต. ห้วยคต,Huai Khot,6108,15.272,99.568
412004,ต. บ้านโคก,Ban Khok,4120,17.786,103.016
210704,ต. เขาน้อย,Khao Noi,2107,13.062,101.617
390207,ต. เก่ากลอย,Kao Kloi,3902,17.397,102.339
600904,ต. ตะคร้อ,Takhro,6009,15.476,100.71
161106,ต. ชอนสารเดช,Chon Saradet,1611,15.195,100.709
411105,ต. อ้อมกอ,Om Ko,4111,17.594,103.305
350309,ต. หนองแหน,Nong Nae,3503,16.127,104.217
650607,ต. ตลุกเทียม,Taluk Thiam,6506,17.149,100.039
390210,ต. อุทัยสวรรค์,Uthai Sawan,3902,17.235,102.143
440105,ต. โคกก่อ,Khok Ko,4401,16.026,103.239
250606,ต. บางพลวง,Bang Phluang,2506,13.986,101.282
310303,ต. สองชั้น,Song Chan,3103,14.887,103.224
302903,ต. ช่องแมว,Chong Maeo,3029,15.276,102.874
960107,ต. โคกเคียน,Khok Khian,9601,6.482,101.763
451010,ต. ภูเงิน,Phu Ngoen,4510,16.04,104.078
440601,ต. บรบือ,Borabue,4406,16.061,103.143
910605,ต. ป่าแก่บ่อหิน,Pa Kae Bo Hin,9106,7.048,99.817
930603,ต. เกาะนางคำ,Ko Nangkham,9306,7.343,100.389
841401,ต. เคียนซา,Khian Sa,8414,8.817,99.18
620205,ต. มหาชัย,Mahachai,6202,16.507,99.798
270405,ต. คลองหินปูน,Khlong Hin Pun,2704,13.606,102.104
200405,ต. เขาไม้แก้ว,Khao Mai Kaeo,2004,12.951,101.057
461205,ต. เสาเล้า,Sao Lao,4612,16.651,103.392
800905,ต. นาไม้ไผ่,Na Mai Phai,8009,8.119,99.59
600605,ต. หัวดง,Hua Dong,6006,15.908,100.072
550702,ต. ขึ่ง,Khueng,5507,18.53,100.834
270704,ต. เขาสามสิบ,Khao Sam Sip,2707,13.708,102.118
800909,ต. ที่วัง,Thi Wang,8009,8.099,99.67
301412,ต. ลำนางแก้ว,Lam Nang Kaeo,3014,14.563,101.87
302603,ต. บึงปรือ,Bueng Prue,3026,15.303,101.411
411111,ต. บ้านม่วง,Ban Muang,4111,17.713,103.362
560313,ต. อ่างทอง,Ang Thong,5603,19.552,100.201
960105,ต. กะลุวอ,Kaluwo,9601,6.342,101.874
400803,ต. เขื่อนอุบลรัตน์,Khuean Ubonrat,4008,16.715,102.636
580402,ต. แม่สะเรียง,Mae Sariang,5804,18.148,97.972
901604,ต. คลองหลา,Khlong La,9016,6.882,100.31
470102,ต. ขมิ้น,Khamin,4701,17.26,104.014
302803,ต. พังเทียม,Phang Thiam,3028,15.275,101.995
510301,ต. บ้านโฮ่ง,Ban Hong,5103,18.308,98.815
430504,ต. ชุมช้าง,Chum Chang,4305,17.974,103.132
340111,ต. หนองบ่อ,Nong Bo,3401,15.239,104.727
390305,ต. บ้านค้อ,Ban Kho,3903,16.855,102.601
420502,ต. ปากหมัน,Pak Man,4205,17.483,101.223
210309,ต. ทุ่งควายกิน,Thung Khwai Kin,2103,12.808,101.733
320306,ต. บะ,Ba,3203,15.242,103.569
412201,ต. นายูง,Na Yung,4122,17.916,102.213
471006,ต. ห้วยหลัว,Huai Lua,4710,17.795,103.416
250108,ต. บ้านพระ,Ban Phra,2501,14.116,101.361
342902,ต. นาดี,Na Di,3429,15.116,105.018
360106,ต. กุดตุ้ม,Kut Tum,3601,15.771,102.181
420805,ต. โคกใหญ่,Khok Yai,4208,17.556,101.491
661202,ต. บึงบัว,Bueng Bua,6612,16.484,100.053
330803,ต. พราน,Phran,3308,14.592,104.501
341516,ต. โพธิ์ใหญ่,Pho Yai,3415,15.122,104.963
480701,ต. นาแก,Na Kae,4807,16.897,104.495
721001,ต. หนองหญ้าไซ,Nong Ya Sai,7210,14.776,99.885
431503,ต. หนองหลวง,Nong Luang,4315,18.021,103.24
360408,ต. หนองข่า,Nong Kha,3604,16.169,101.869
810118,ต. คลองประสงค์,Khlong Prasong,8101,8.002,98.913
220308,ต. สองพี่น้อง,Song Phi Nong,2203,12.672,101.973
380403,ต. ท่ากกแดง,,3804,17.911,103.816
901116,ต. บ้านพรุ,Ban Phru,9011,6.929,100.49
421104,ต. ห้วยสีเสียด,Huai Si Siat,4211,17.138,101.74
